id,word,explanation,char_count;;;;;;;;;;;;;;;;;;;;;;;;;
2905,senuh,berasa senak perut karena kekenyangan dan sebagainya,5; tidak bersambung: balok rumahnya semua semampai,8;;;;;;;;;;;;;;;;;;;;;;;;
2912,sepasang,merupakan pasangan atau selengkap (seperangkat): kuda ini sepasang dengan kuda itu;;;;;;;;;;;;;;;;;;;;;;;;;
"2913,sepat,""nomina (kata benda) ikan air tawar berbentuk pipih, bersisik halus, berwarna keperak-perakan, kerap kali dijadikan ikan kering atau ikan asin, suku anabantidaerasa kelat seperti rasa salak mentahlihat kayu"",5"; menurut atau mengenai semantik;;;;;;;;;;;;;;;;;;;;;;;;
2917,seperuah,seruah,8; pantas sekali;;;;;;;;;;;;;;;;;;;;;;;;
2918,sepet,cakapan (tidak baku) (1) rasa kelat seperti rasa buah salak yang masih mentah; tidak dengan pandang-memandang; (2) menyangkut makna,8;;;;;;;;;;;;;;;;;;;;;;;
2920,sepoi,perlahan-lahan dan silir-semilir (tentang angin): lagu cintanya dibawa angin malam yang -;; sebabat,8;;;;;;;;;;;;;;;;;;;;;;;
2921,sepuh,tua: beliau sudah sepuh,5; gegabah: kerjakan baik-baik, jangan sembrono;" asal ... saja: menuduh dengan sembarangan saja, asal menuduh saja (tidak dengan alasan yang layak): kawin dengan orang -, dengan orang yang tidak terpilih (tidak berasal dan sebagainya) : buku itu diletakkan sembarangan saja, tidak memilih tempat atau tidak dengan aturan"",11";;;;;;;;;;;;;;;;;;;;;;;
"2923,seput,""(1) suram";" merata (tentang bau yang harum): apabila angin berembus, bunga-bungaan semerbak baunya"",8";;;;;;;;;;;;;;;;;;;;;;;;
2925,serak-serak,agak serak,11;; (2) kurang sopan;;;;;;;;;;;;;;;;;;;;;;;
"2927,seram,""(1) berdiri bulu roma (karena ketakutan dan sebagainya) "; terhantar (seperti bangkai),8;; agak kurang pantas (perbuatannya); berjenaka (tapi kurang sopan); ceroboh: memang ia sangat sembrono terhadap wanita;" (3) secara sembarangan saja: itulah kalau sembrono memilih istri"",8";;;;;;;;;;;;;;;;;;;
"2928,serampangan,""(1) sembarangan saja"; dengan selesainya pekerjaan ini, sempurna sudahlah tugas anda;;;;;;;;;;;;;;;;;;;;;;;;
2930,serau,kurang kerap (tentang tenunan); acak-acakan;;;;;;;;;;;;;;;;;;;;;;;;
2931,serbaada,segala-galanya ada,8; (2) kiasan sedih; (2) lengkap;;;;;;;;;;;;;;;;;;;;;;;
2934,serbadua,dualisme,8; kinantan,8; tidak teratur: barisan itu menjadi semrawut saat terdengar tembakan beberapa kali,8; komplet: ia lahir muda dan belum sempurna; kalimat sempurna; (3) selesai dengan sebaik-baiknya; teratur dengan sangat baiknya: segala perintah dilakukan dengan sempurna; (4) baik sekali;" terbaik: saat yang sempurna untuk meminta maaf adalah pada hari lebaran"",8";;;;;;;;;;;;;;;;;
2940,serbakurang,segala hal selalu kurang,11; tidak ramah,8; susah (tentang perasaan atau pikiran): senak rasa hatinya memikirkan anaknya itu;;;;;;;;;;;;;;;;;;;;;;;
2948,serebral,(1) [anat]berkaitan dengan serebrum; duka cita;;" (3) tergenang dan menjadi penuh (air) karena tidak dapat mengalir: selokan yang senak airnya menyebabkan banyak nyamuk"",5";;;;;;;;;;;;;;;;;;;;;;
2950,seregang,se.re.gangber.se.re.gang (1) mengotot; tidak sibuk: pada waktu senggang ia biasa membaca buku,8;;;;;;;;;;;;;;;;;;;;;;;;
2954,serempak,(1) pada saat yang sama dan tiba-tiba: serangan serempak; sempoyongan,8; sedu,5;;;;;;;;;;;;;;;;;;;;;;;
2963,serompok,tersuntuk;" (2) bersifat menggemparkan"",11";;;;;;;;;;;;;;;;;;;;;;;;
2964,serondok,(1) mencuar; bijak: pendidikan umum bertujuan agar manusia itu menjadi terampil dan sensibel;;;;;;;;;;;;;;;;;;;;;;;;
2967,seroyong,sempoyongan; peka: alat perekam itu sensitif sekali;;;;;;;;;;;;;;;;;;;;;;;;
2972,serui,susut sedikit: bisulnya sudah serui,5;; (2) peka: mata sangat sensibel terhadap sinar yang terang menyilaukan,8;;;;;;;;;;;;;;;;;;;;;;;
"2973,serul,""tidak melekat (msl butir-butir nasi, tanah)"",5"; tidak senang; (2) kiasan mudah membangkitkan emosi: tiap konflik antarsuku yang timbul harus segera diatasi karena masalah kesukuan sangat sensitif,8;;;;;;;;;;;;;;;;;;;;;;;
"2976,sesak,""(1) sempit sekali (tidak lapang"; dipengaruhi oleh rasa sentimen;;;;;;;;;;;;;;;;;;;;;;;;
2977,sesat,(1) tidak melalui jalan yang benar;; dendam;;;;;;;;;;;;;;;;;;;;;;;
2979,sesuka-suka,sesuka hati,11;; bersifat menyentuh perasaan: lagu yang sentimental; (4) nomina (kata benda) reaksi yang tidak menguntungkan: penurunan harga saham hanya disebabkan oleh sentimen pasar,8;;;;;;;;;;;;;;;;;;;;;;
2982,seteheng,cakapan (tidak baku) setengah gila,8;;; (2) mudah terpengaruh oleh perasaan; sangat perasa: kaum wanita banyak yang mempunyai sifat sentimental,11;;;;;;;;;;;;;;;;;;;;;
"2984,setia,""(1) berpegang teguh (pd janji, pendirian, dan sebagainya) "; subang ini sepasang dengan itu,8;;;;;;;;;;;;;;;;;;;;;;;;
2986,setimbangan,sesuai (cocok) dengan,11;;;;;;;;;;;;;;;;;;;;;;;;;
2987,setimpal,(1) seimbang;;;;;;;;;;;;;;;;;;;;;;;;;
"2988,setip,""cakapan (tidak baku) sawan"; sepat;;;;;;;;;;;;;;;;;;;;;;;;
2994,sewal,arkais (tidak lazim) sial; asap arang sepoi mengalunlihat sipahi,5;;;;;;;;;;;;;;;;;;;;;;;;
2995,sewingit,sama angkernya dengan: dewasa ini hutan-hutan tepi pantai tidak sewingit masa silam,8;; (2) rasa seperti melekat atau tidak enak (tentang mata),5;;;;;;;;;;;;;;;;;;;;;;;
2996,sewot,jengkel; luntur (tentang warna dan sebagainya) : baju saya baru sekali dicuci sudah seput;;;;;;;;;;;;;;;;;;;;;;;;
"3002,siang,""terang (dalam arti bersih, tidak ada rumputnya dan sebagainya) "",5";;;;;;;;;;;;;;;;;;;;;;;;;
"3003,siang-siang,""agak lebih awal (tidak kasip, tidak terlambat, belum waktunya): datanglah siang-siang supaya jangan kehabisan tempat"; meremang: mendengar cerita orang tua itu, menjadi seram perasaan saya;" (2) kusam, tidak berkilat (tentang warna logam)"",5";;;;;;;;;;;;;;;;;;;;;;;
3005,sibar,bercucuran; seenaknya saja;;;;;;;;;;;;;;;;;;;;;;;;
3007,sidik,benar; tidak rapat; (2) berasa berkerut dan senyar (tentang kulit tubuh karena ketakutan dan sebagainya) : seram rasanya lewat di bawah pohon beringin itu;;;;;;;;;;;;;;;;;;;;;;;
3008,sigap,tangkas;; asal saja (tentang bekerja, berkata-kata): pikir dahulu baik-baik, jangan berkata -; (3) menyebabkan ngeri (takut dan sebagainya) ; dahsyat; menakutkan: terdengar suara yang seram; (4) kelihatan bengis (kejam, membahayakan): mukanya kelihatan seram;" matanya seram"",5";;;;;;;;;;;;;;;;;;
3010,sigot,benar;; jarang; (2) merawak; membabi buta; tanpa ada perhitungan (tentang sikap, perbuatan, dan sebagainya) : pengeboman itu dilakukannya dengan serampangan saja; (3) dengan semau-maunya; sewenang-wenang: polisi tidak boleh serampangan menangkap dan menahan tersangka; (4) sepintas lintas; tidak dengan cermat (teliti);" asal saja: ia membaca -"",11";;;;;;;;;;;;;;;
3011,sikit,cakapan (tidak baku) sedikit,5;;; nyenyailihat akar,5;;;;;;;;;;;;;;;;;;;;;;
"3014,silam,""(1) gelap"; (2) istilah linguistik retrofleks;;;;;;;;;;;;;;;;;;;;;;;;
3015,silengah,bersifat masa bodoh; gigih: ia membela pahamnya dengan seregang dan bersetumpu;;;;;;;;;;;;;;;;;;;;;;;;
3020,simbolis,sebagai lambang; (2) bersama-sama; kakuminal,8;;;;;;;;;;;;;;;;;;;;;;;
3021,simetris,(1) sama kedua belah bagiannya; tersesak; (2) berkelahi,8;;;;;;;;;;;;;;;;;;;;;;;
3023,simpatik,bersifat membangkitkan rasa simpati; menjulang; serentak: datang serempak;;;;;;;;;;;;;;;;;;;;;;;
3025,simpleks,(1) sederhana; terhuyung-huyung (tentang berjalan),8; kesempitan,8; maju serempak,8;;;;;;;;;;;;;;;;;;;;;;
"3028,simultan,""(1) terjadi atau berlaku pada waktu yang bersamaan";; (2) menganjur ke depan,8;;;;;;;;;;;;;;;;;;;;;;;
3029,sinau,bersinar-sinar;;;;;;;;;;;;;;;;;;;;;;;;;
3032,sinergis,berkenaan dengan sinergi,8; tidak longgar, tidak lega): bajunya sesak;;;;;;;;;;;;;;;;;;;;;;;;
3036,singunen,takut karena berada di tempat yang tinggi ketika melihat ke bawah; salah jalan: malu bertanya sesat di jalan;;;;;;;;;;;;;;;;;;;;;;;;
3037,sinis,(1) bersifat mengejek atau memandang rendah: ia tersenyum sinis melihat orang itu;; kamarnya sesak;;;;;;;;;;;;;;;;;;;;;;;
3041,sinoptis,ringkas;; mati sesat; (2) penuh berasak-asak (berjejal-jejal) hingga tidak ada tempat terluang: jalan penuh sesak dengan kendaraan; (3) sendat atau senak; sukar bernapas (tentang dada, napas); mengah-mengah; berasa sesak dalam dada sehingga tidak dapat bernapas dengan lega (msl karena marah sekali): sesak dada; (4) kiasan susah dan sukar; tidak leluasa; terjepit (tentang kehidupan): ia dalam keadaan sesak hidupnya; (5) kiasan terimpit (dalam kesulitan, kesukaran);" terdesak: itulah gunanya pelajaran ilmu itu, apabila sesak dapat dipakai"",5";;;;;;;;;;;;;
3045,sintetik,sintetis,8; patuh;; (2) kiasan salah (keliru) benar; berbuat yang tidak senonoh; menyimpang dari kebenaran (tentang agama dan sebagainya) : ajaran yang sesat,5;;;;;;;;;;;;;;;;;;;;
"3046,sintetis,""(1) mengenai sintesis";;;;;;;;;;;;;;;;;;;;;;;;;
"3049,sinusoid,""[anat] ruangan berisi darah dalam limpa, pankreas, dan hepar"",8"; sebanding; taat: bagaimanapun berat tugas yang harus dijalankannya, ia tetap setia melaksanakannya;;;;;;;;;;;;;;;;;;;;;;;
"3051,sipil,""berkenaan dengan penduduk atau rakyat (bukan militer): bupati terpilih adalah orang sipil , bukan tni"",5";" kejang-kejang: anak saya sakit, bahkan tadi malam setip"",5";; ia tetap setia memenuhi janjinya; (2) tetap dan teguh hati (dalam persahabatan dan sebagainya) : telah sekian lama suaminya merantau, ia tetap setia menunggu;" (3) berpegang teguh (dalam pendirian, janji, dan sebagainya) : walau hujan turun dengan lebatnya, ia tetap setia memenuhi janji pergi ke rumah kawannya"",5";;;;;;;;;;;;;;;;;;;;
"3054,sirah,""merah: tanah sirah , kubur yang baru"",5"; nahas,5; sepadan: ia mencarikan anaknya jodoh yang setimpal dengan derajatnya;;;;;;;;;;;;;;;;;;;;;;;
3055,sirna,(1) hilang (lenyap) dari pikiran atau perasaan;;; semoga engkau mendapatkan pahala yang setimpal dari allah swt.; hukumannya setimpal dengan kejahatannya; (2) sesuai; layak: ukuran rumah ini tidak setimpal apabila digunakan untuk perkantoran; gajinya sudah setimpal,8;;;;;;;;;;;;;;;;;;
3058,sistemis,(1) bertalian atau berhubungan dengan suatu sistem atau susunan yang teratur; dongkol;;;;;;;;;;;;;;;;;;;;;;;;
3059,sistolik,berkenaan dengan sistole,8;;;;;;;;;;;;;;;;;;;;;;;;;
3061,siwer,(1) hitam kebiruan (tentang warna mata);" banyak orang yang siang-siang sudah mengungsi ke pedalaman"",11"; marah: ia menjadi sewot ketika dituduh belum mengembalikan buku yang dipinjamnya,5;;;;;;;;;;;;;;;;;;;;;;;
3062,skematis,menurut bagan (rencana): secara skematis dapat digambarkan sebagai berikut; memercik-mercik,5;;;;;;;;;;;;;;;;;;;;;;;;
3067,sokah,arkais (tidak lazim) suka menghamburkan uang; jujurlihat fajar,5;;;;;;;;;;;;;;;;;;;;;;;;
"3068,solak,""arkais (tidak lazim) suka"; cepat dan kuat (penuh semangat dan meyakinkan): gerakannya sigap sekali,5;;;;;;;;;;;;;;;;;;;;;;;;
3069,solar,berkenaan dengan matahari,5; dapat dipercaya: dalam memahami sunah hendaklah kita berpedoman kepada tuntunan ahli hadis yang sigot,5;;;;;;;;;;;;;;;;;;;;;;;;
3070,solid,(1) kuat;;;;;;;;;;;;;;;;;;;;;;;;;
"3074,solot,""(1) gemas"; kelam;;;;;;;;;;;;;;;;;;;;;;;;
"3082,songgeng,""tegak, dada terkedik, dan pantat naik ke atas (tentang bentuk badan)"",8"; lengah;;;;;;;;;;;;;;;;;;;;;;;;
3084,sonor,merdu; menjadi lambang; redup: hari sudah silam;;;;;;;;;;;;;;;;;;;;;;;
3085,sopak,belang putih bekas luka,5; setangkup; tidak perduli apa-apa,8; (2) sudah tenggelam (tentang matahari): pada silam matahari, pada waktu senja; (3) lenyap; hilang: ia terus saja mengenang kejayaan dan kebesaran nenek moyangnya yang telah silam; (4) sudah lampau (tentang masa dan sebagainya) : masa silam , masa lalu;" zaman dahulu"",5";;;;;;;;;;;;;;;;;;
"3086,sopan,""(1) hormat dan takzim (akan, kepada)"; amat menarik hati: rupanya sangat simpatik; mengenai lambang: lukisan simbolis,8;;;;;;;;;;;;;;;;;;;;;;;
3087,sorangan,sendirian; (2) mengenai pengiriman data searah,8; (2) istilah grafika mengenai keseimbangan letak unsur cetak 100% terhadap garis poros,8;;;;;;;;;;;;;;;;;;;;;;;
3089,sosialistis,bersifat atau sesuai dengan sosialisme; serentak; jawaban menteri itu simpatik sekali,8;;;;;;;;;;;;;;;;;;;;;;;
3092,soyak,koyak; berkilau-kilau,5;;;;;;;;;;;;;;;;;;;;;;;;
3097,spektakuler,menarik perhatian;;" (2) istilah olahraga secara serentak dilakukan (tentang pertandingan catur, biasanya seorang pemain catur melawan beberapa pemain sekaligus): pertandingan catur simultan"",8";;;;;;;;;;;;;;;;;;;;;;;
3101,spesifik,khusus; gamang: ia sering merasa singunen jika berada di pinggir jembatan yang tinggi sehingga dia tidak berani melihat bawah,8;;;;;;;;;;;;;;;;;;;;;;;;
3105,sporadis,(1) istilah biologi keadaan penyebaran tumbuhan atau penyakit di suatu daerah yang tidak merata dan hanya dijumpai di sana sini; (2) tidak melihat suatu kebaikan apa pun dan meragukan sifat baik yang ada pada sesuatu: dia sangat sinis melihat perkembangan politik dewasa ini,5;;;;;;;;;;;;;;;;;;;;;;;;
3113,statuter,menurut undang-undang; singkat,8;;;;;;;;;;;;;;;;;;;;;;;;
3114,stereofonik,berhubungan dengan cara perekaman lewat kelompok mikrofon yang berlainan dan dimainkan lewat pengeras suara yang berlainan sehingga memberi kesan perubahan arah suara yang sesuai kenyataan,11;;;;;;;;;;;;;;;;;;;;;;;;;
3124,suang,mudah; berdasarkan sintesis (tentang hukum, kesimpulan, dan sebagainya) : pengambilan hukum secara sintetis;;;;;;;;;;;;;;;;;;;;;;;;
3125,subam,arkais (tidak lazim) suram;;;;;;;;;;;;;;;;;;;;;;;;;
3127,subsider,istilah hukum sebagai pengganti apabila hal pokok tidak terjadi (seperti hukuman kurungan sebagai pengganti hukuman denda apabila terhukum tidak membayarnya),8;; (2) istilah kimia tidak diturunkan langsung dari hasil alam;;;;;;;;;;;;;;;;;;;;;;;
3128,subsonik,berkecepatan lebih rendah daripada suara,8;;; bersifat hasil pengolahan manusia;" tiruan: karet sintetis adalah karet tiruan yang terdiri atas bermacam unsur kimia"",8";;;;;;;;;;;;;;;;;;;;;
3130,substansial,bersifat inti; (2) hilang (lenyap) tanpa bekas: segala kerisauanku sirna setelah melihat kedatangannya,5;;;;;;;;;;;;;;;;;;;;;;;;
3131,substitutif,bersifat menggantikan: pendekatan substitutif perlu dilaksanakan dalam upaya mencari jawaban yang tepat,11; (2) terdiri atas beberapa subsistem: bahasa adalah struktur yang sistemis,8;;;;;;;;;;;;;;;;;;;;;;;;
"3133,subur,""(1) dapat tumbuh dengan baik (lekas besar)";;;;;;;;;;;;;;;;;;;;;;;;;
3137,sugih,kaya; (2) kurang awas,5;;;;;;;;;;;;;;;;;;;;;;;;
3138,sugul,cakapan (tidak baku) masyangul,5; terasa cerita ini terlalu simplistis dan skematis,8;;;;;;;;;;;;;;;;;;;;;;;;
3139,sukacita,suka hati; boros,5;;;;;;;;;;;;;;;;;;;;;;;;
3140,sukar,(1) susah;" menyukai: tuan tidak solak , saya tak sudi"",5";;;;;;;;;;;;;;;;;;;;;;;;
3141,sukarela,(1) dengan kemauan sendiri;;;;;;;;;;;;;;;;;;;;;;;;;
3145,sulah,sedikit berambut (berbulu); kukuh;;;;;;;;;;;;;;;;;;;;;;;;
3146,sulap,arkais (tidak lazim) salah cara menenunnya (tentang kain tenun),5;" (2) marah sekali: karena sering berbohong, aku jadi solot kepada anak itu"",5";;;;;;;;;;;;;;;;;;;;;;;;
3147,sulat-sulit,tidak teratur (tentang gizi),11;; berbobot: organisasi itu terkenal sebagai organisasi yang solid;;;;;;;;;;;;;;;;;;;;;;;
"3149,sulit,""(1) sukar sekali"; nyaring,5;; (2) padat; berisi: anak laki-laki sangat solid tubuhnya,5;;;;;;;;;;;;;;;;;;;;;
3151,sumah,suka menceritakan kelebihan atau kehebatan diri sendiri kepada orang lain agar mendapat simpati;;;;;;;;;;;;;;;;;;;;;;;;;
3156,sumeh,murah senyum kepada setiap orang,5; tertib menurut adat yang baik: dengan sopan ia mempersilakan tamunya duduk;;;;;;;;;;;;;;;;;;;;;;;;
3158,sumir,singkat (tentang sidang pengadilan seperti ketika menyidangkan pelanggaran lalu lintas); seorang diri: janda yang tidak punya anak itu hidup sorangan saja,8;;;;;;;;;;;;;;;;;;;;;;;;
3163,sungkawa,sedih hati; bersifat memihak kepada kepentingan masyarakat,11; kepada orang tua kita wajib berlaku sopan;;;;;;;;;;;;;;;;;;;;;;;
"3164,sungsang,""(1) terbalik (yang di atas menjadi di bawah, yang di depan menjadi di belakang, kepala di bawah kaki di atas, dan sebagainya) : dalam pertunjukan akrobat itu anak-anak senang melihat orang berjalan sungsang"; sobek,5;; (2) beradab (tentang tingkah laku, tutur kata, pakaian dan sebagainya) ; tahu adat; baik budi bahasanya: ia berlaku amat sopan kepada kedua orang tuanya;" (3) baik kelakuannya (tidak lacur, tidak cabul): sekarang ini kita sukar untuk membedakan perempuan yang sopan dan yang lacur"",5";;;;;;;;;;;;;;;;;;;
"3166,sunyi,""(1) tidak ada bunyi atau suara apa pun"; mencolok mata: tidak ada hasil yang spektakuler dari kunjungan delegasi itu,11;;;;;;;;;;;;;;;;;;;;;;;;
3167,supel,pandai menyesuaikan diri; bersifat khusus;;;;;;;;;;;;;;;;;;;;;;;;
"3168,super,""lebih dari yang lain"; (2) tidak tentu;;;;;;;;;;;;;;;;;;;;;;;;
3170,superfisial,(1) istilah kedokteran berkaitan dengan atau terletak di dekat permukaan (tentang luka dan sebagainya) ; menurut peraturan,8; khas: dalam festival film internasional itu masing-masing peserta menampilkan film-film spesifik budaya bangsanya,8;;;;;;;;;;;;;;;;;;;;;;;
3176,suportif,bersifat memberi dukungan dan semangat: kita harus bertindak secara preventif dan suportif,8;; kadang kala;;;;;;;;;;;;;;;;;;;;;;;
3179,supresif,bersifat menindas: kebijaksanaan dan sikap pemerintah dianggapnya makin supresif terhadap para koruptor,8; gampang: suang pecah;; kadang-kadang: secara sporadis kedua sahabat lama itu masih bertemu,8;;;;;;;;;;;;;;;;;;;;;;
"3181,suram,""(1) kurang terang (tentang cahaya)"; tidak berkilauan (terutama tentang logam),5;;;;;;;;;;;;;;;;;;;;;;;;
3182,suram-suram,bercahaya samar-samar agak gelap;; suang marah,5;;;;;;;;;;;;;;;;;;;;;;;
3185,susah payah,sangat sukar (susah dan sebagainya),11;;;;;;;;;;;;;;;;;;;;;;;;;
3186,susuk,sesak; sesungguhnya: kerakyatan adalah sifat substansial dari perjuangan kemerdekaan nasional,11;;;;;;;;;;;;;;;;;;;;;;;;
3189,suwir,sobek panjang,5;;;;;;;;;;;;;;;;;;;;;;;;;
3190,suwir-suwir,robek-robek atau koyak-koyak panjang,11; tidak merana (tentang tumbuhan): tanam-tanaman di lereng gunung itu tampak subur;;;;;;;;;;;;;;;;;;;;;;;;
3191,swaharga,rasa harga diri,8; berada,5;;;;;;;;;;;;;;;;;;;;;;;;
3195,syafakat,belas kasihan;; (2) baik dan sehat (tentang badan): meskipun makan banyak, badannya tidak dapat subur;;;;;;;;;;;;;;;;;;;;;;;
3198,syahriah,bulanan: pengajian syahriah di musala kami setiap hari ahad berjalan lancar,8; girang hati;; (3) gemuk (tentang tanah, yaitu banyak mengandung zat yang baik untuk tumbuhan): tanah di lereng gunung berapi biasanya subur; (4) hidup dengan baik (berkembang biak, bertambah maju, besar, kuat, dan sebagainya) : perseroan ekspor- impor sangat subur , benar-benar mengalami zaman keemasan;" (5) cakapan (tidak baku) senang hidupnya (mudah mencari rezeki dan sebagainya) : siapa yang sabar, tentu subur"",5";;;;;;;;;;;;;;;;;;;;
3201,syamsiah,berkenaan dengan matahari: tahun syamsiah,8; sulit dipecahkan atau diselesaikan: hitungan ini sukar benar;;;;;;;;;;;;;;;;;;;;;;;;
"3204,taala,""istilah agama islam mahatinggi (mahamulia) (biasa disebutkan sesudah menyebut nama allah): allah taala , allah mahatinggi"",5"; dengan rela hati: mereka itu bekerja dengan sukarela; kegirangan: dengan sukacita ia disambut olehseluruh keluarga;;;;;;;;;;;;;;;;;;;;;;;
"3208,tabah,""tetap dan kuat hati (dalam menghadapi bahaya dan sebagainya) "; botak; (2) musykil; alangkah sukacita nya ketika ia bertemu kembali dengan ibunya,8;;;;;;;;;;;;;;;;;;;;;;
"3210,tabii,""menurut sifat (pembawaan, kodrat) yang asli: ilmu tabii , fisika"",5";; (2) atas kehendak sendiri (tidak karena diwajibkan): pasukan sukarela; tidak mudah: sukar melafalkan huruf ini; (3) tidak mudah mendapat; jarang ada: sekarang ini sedang sukar mencari pekerjaan; sukar bandingannya; (4) kiasan dalam kekurangan; miskin: hidupnya selalu sukar; (5) tidak mudah sembuh (tentang penyakit): penyakitnya terlalu sukar,5;;;;;;;;;;;;;;;;
3211,tahir,bersih;; gundul: ayam sulah; pekerja sukarela,8;;;;;;;;;;;;;;;;;;;;;;
"3213,tajam,""(1) bermata tipis, halus, dan mudah mengiris, melukai, dan sebagainya (tentang pisau, pedang, dan sebagainya) : tajam seperti pisau cukur"; susah (diselesaikan, dikerjakan, dan sebagainya) : pekerjaan yang sulit diselesaikan;; gunung sulah,5;;;;;;;;;;;;;;;;;;;;;;
3215,takah,(1) tampan; senang (mengharap) pujian: kita harus menjauhkan diri dari sifat ria dan sumah,5;;;;;;;;;;;;;;;;;;;;;;;;
3217,takat,tahan menderita sakit (tidak mudah atau tidak lekas mati),5;; rasanya sulit baginya untuk memberitahukan hal itu kepadamu;;;;;;;;;;;;;;;;;;;;;;;
3219,taksa,mempunyai makna lebih dari satu; pendek;; (2) susah dicari; jarang terdapat: obat semacam itu sulit didapat; (3) dirahasiakan (sukar diketahui dan sebagainya) ; tersembunyi: tempat sulit pun ia tahu; ia dapat mengetahui hal yang sulit; (4) gelap (rahasia, tidak terang-terangan): apa yang mereka lakukan itu merupakan perbuatan yang sulit; (5) dalam keadaan yang sukar (genting, gawat, dan sebagainya) : penghidupan yang sulit itu kita hadapi dengan sabar dan tawakal;" keadaan ekonomi yang semakin sulit"",5";;;;;;;;;;;;;;;
3223,takur,tunduk,5; duka cita,8;;;;;;;;;;;;;;;;;;;;;;;;
"3224,takut,""(1) merasa gentar (ngeri) menghadapi sesuatu yang dianggap akan mendatangkan bencana: anjing ini jinak, engkau tidak perlu takut"; orang tua itu bertapa sungsang; ringkas: ikhtisar yang sumir,5;;;;;;;;;;;;;;;;;;;;;;;
3227,tamak,selalu ingin beroleh banyak untuk diri sendiri; hening;;;;;;;;;;;;;;;;;;;;;;;;
"3228,tamam,""(1) sempurna"; pandai bergaul;" (2) kaki di bawah, kepala di atas (tentang kedudukan bayi yang hendak lahir: tidak sedikit anak yang lahir sungsanglihat kembang"",8";;;;;;;;;;;;;;;;;;;;;;;
3229,taman,arkais (tidak lazim) rajin;" luar biasa, istimewa: manusia super"",5"; senyap: malam yang sunyi;;;;;;;;;;;;;;;;;;;;;;;
"3237,tanggung,""lebih dari sedang, tetapi belum cukup (lebarnya, panjangnya, ukurannya, usianya, dan sebagainya) : anak tanggung"; (2) tidak berbobot (tentang buku dan sebagainya) ; luwes: paman memang supel dalam pergaulan,5; (2) kosong (tentang rumah dan sebagainya) ; tidak ada orang; lengang; sepi: baru pukul 22.00 jalanan sudah sunyi; rumah itu sunyi sekali; (3) tidak banyak transaksi (persetujuan jual beli); tidak banyak pembeli (dalam perdagangan): pasar uang mulai sunyi;" (4) bebas (lepas, lekang, terhindar): tiada manusia yang sunyi dari kesalahan"",5";;;;;;;;;;;;;;;
"3241,tapis,""gesit";;;;;;;;;;;;;;;;;;;;;;;;;
"3242,tarah,""rata (sesudah dirimbas, dipepat, dan sebagainya) "",5";; tidak akrab (teman dan sebagainya),11;;;;;;;;;;;;;;;;;;;;;;;
"3249,tebal,""(1) berjarak lebih besar antara permukaan yang berlawanan jika dibandingkan dengan benda lainnya yang sejenis (tentang barang yang pipih atau berhelai-helai, seperti kertas, papan, kain, lapisan): kertas tebal"; kurang kuat cahayanya: bulan pun suram seakan-akan ikut bersedih;;;;;;;;;;;;;;;;;;;;;;;;
"3250,teduh,""(1) reda (tentang angin ribut, ombak)"; sabur;;;;;;;;;;;;;;;;;;;;;;;;
"3252,tegak,""(1) berdiri: tegak bulu kuduknya";; (2) redup, berawan, mendung (tentang cuaca): hari pun suram;;;;;;;;;;;;;;;;;;;;;;;
"3253,tegak-tegak,""(1) selalu tegak (berdiri)"; asaknomina (kata benda) su.suk.annomina (kata benda) sungai buatan; sambur limbur,11; (3) kusam atau kuyu (tentang mata): matanya sangat suram , seakan-akan sudah lepas nyawa dari tubuhnya; (4) muram tidak berseri-seri (tentang muka): suram saja mukanya sehari ini; (5) tidak bening (tentang kaca, intan, dan sebagainya) ; tidak berkilauan (tentang emas, perak, dan sebagainya) ; buram; (6) kiasan susah (tentang kehidupan); tidak tentu (tentang nasib, masa depan, dan sebagainya) : hidupnya semakin hari semakin suram; masa depannya suram;" (7) kiasan tidak nyata dalam ingatan atau pikiran: ingatan kepada tunangannya makin lama makin suram"",5";;;;;;;;;;;;;;
"3255,tegas,""(1) jelas dan terang benar";;;;;;;;;;;;;;;;;;;;;;;;;
"3256,teguh,""(1) kukuh kuat (buatannya)";; terusanberasal dari bahasa jawa nomina (kata benda) uang kelebihan pembayaran;;;;;;;;;;;;;;;;;;;;;;;
3257,teguk,tegar;;; sisa uang pembayaran yang masih harus dikembalikan pada pembeli; uang penyongsong; uang kembali,5;;;;;;;;;;;;;;;;;;;;
3258,tegun,te.gunverba (kata kerja) ber.te.gunverba (kata kerja) berhenti sebentar: dahan menganjur tempat tupai tegunkuat dan tegar: ia tegun sebagai serdadu jaga,5; simpati,8;;;;;;;;;;;;;;;;;;;;;;;;
3259,tekak,tegar (hati);;;;;;;;;;;;;;;;;;;;;;;;;
3260,tekek,pekak;;;;;;;;;;;;;;;;;;;;;;;;;
3263,teknokratik,menyangkut pengelolaan organisasi dan manajemen sumber daya pada negara industri oleh kelompok teknokrat,11;;;;;;;;;;;;;;;;;;;;;;;;;
"3264,tekor,""(1) kurang (tentang pembayaran, anggaran belanja, dan sebagainya) : perusahaan itu selalu tekor dari tahun ke tahun";" berani: kita harus tabah dalam menghadapi berbagai cobaan (ujian, kesulitan)"",5";;;;;;;;;;;;;;;;;;;;;;;;
3266,tektonis,(1) bersifat tektonik;;;;;;;;;;;;;;;;;;;;;;;;;
